Requisition Number,Recorded by,Received Date,Received Time,Status,Status Text,Status Date,Status Time,Priority,Priority Text,Category,Category Text,Problem,Problem Text,Department,Department Text,Division,Division Text,Related Asset Type,After Hours,Call Back Requested,Billing Flag,Projected Start Date,Facility Building,Facility Building Text,Location,Location Text,Primary Residence,Street Number,Street Direction,Street Name,Street Type,Street Suffix,Street 2 Direction,Street 2 Name,Street 2 Type,Other Location Information
19-000443,Person 3,7/1/2019 0:00,1/1/1900 7:17,999,Completed,7/8/2019 0:00,1/1/1900 6:10,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,107,W,Holmes,St,,S,Race,St,
19-000441,Person 15,6/28/2019 0:00,1/1/1900 11:09,999,Completed,8/13/2019 0:00,1/1/1900 10:23,,,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,Burkwood,Ct,West,,Burkwood,Ct,
19-000439,Person 1,6/28/2019 0:00,1/1/1900 11:03,999,Completed,6/28/2019 0:00,1/1/1900 12:42,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1601,,Trails,Dr,,,Baronry,Dr,
19-000437,Person 1,6/28/2019 0:00,1/1/1900 10:20,999,Completed,7/24/2019 0:00,1/1/1900 10:27,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,601,,Evergreen,Ct,East,,Anderson,St,
19-000431,Person 1,6/26/2019 0:00,1/1/1900 11:25,999,Completed,7/11/2019 0:00,1/1/1900 11:02,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2009,,Cureton,Dr,,,,,
19-000429,Person 1,6/26/2019 0:00,1/1/1900 8:00,999,Completed,6/27/2019 0:00,1/1/1900 13:04,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,607,S,Poplar,St,,,,,
19-000428,Person 1,6/26/2019 0:00,1/1/1900 7:39,999,Completed,6/26/2019 0:00,1/1/1900 14:44,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2009,E,Country Squire,Dr,,,,,
19-000424,Person 1,6/25/2019 0:00,1/1/1900 13:25,999,Completed,6/26/2019 0:00,1/1/1900 14:44,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2020,,Cureton,Dr,,,,,
19-000423,Person 15,6/25/2019 0:00,1/1/1900 12:25,999,Completed,6/28/2019 0:00,1/1/1900 12:44,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,yes,FALSE,,,,,,FALSE,,,Delmont,Ct,,,,,
19-000420,Person 15,6/25/2019 0:00,1/1/1900 8:29,999,Completed,6/26/2019 0:00,1/1/1900 7:03,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,Silver,St,,N,Cottage Grove,Ave,North side of SIlver and Cottage Grove
19-000419,Person 15,6/25/2019 0:00,1/1/1900 8:23,999,Completed,6/27/2019 0:00,1/1/1900 13:57,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,2201,,Pebblebrooke,Ln,,,,,
19-000412,Person 1,6/20/2019 0:00,1/1/1900 8:44,999,Completed,7/10/2019 0:00,1/1/1900 11:05,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2003,,Morrow,Ct,,,,,along sidewalk and cul-de-sac
19-000411,Person 15,6/20/2019 0:00,1/1/1900 8:39,999,Completed,6/20/2019 0:00,1/1/1900 13:33,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,,,,,,,
19-000409,Person 15,6/19/2019 0:00,1/1/1900 16:05,10,On Hold,6/26/2019 0:00,1/1/1900 7:08,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,E,Oregon,St,,,Grove,St,
19-000407,Person 3,6/19/2019 0:00,1/1/1900 9:01,1,New Request,6/19/2019 0:00,1/1/1900 9:01,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,,W,Country Club,Rd,,,,,
19-000406,Person 15,6/18/2019 0:00,1/1/1900 10:58,999,Completed,6/20/2019 0:00,1/1/1900 7:46,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2707,,Myra Ridge,Dr,,,,,
19-000405,Person 3,6/18/2019 0:00,1/1/1900 10:32,2,Assigned to WO,7/25/2019 0:00,1/1/1900 10:01,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,TRUE,703,W,Vermont,Ave,,,,,
19-000399,Person 15,6/17/2019 0:00,1/1/1900 14:21,999,Completed,6/20/2019 0:00,1/1/1900 8:56,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1312,E,Pennsylvania,Ave,,,,,
19-000398,Person 1,6/17/2019 0:00,1/1/1900 9:38,999,Completed,6/20/2019 0:00,1/1/1900 8:55,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1402,E,Pennsylvania,Ave,,,,,
19-000397,Person 15,6/17/2019 0:00,1/1/1900 9:02,999,Completed,6/20/2019 0:00,1/1/1900 7:07,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,,N,McCullough,St,,W,Illinois,St,Corner of McCUllough and Illinois
19-000396,Person 15,6/17/2019 0:00,1/1/1900 9:01,999,Completed,6/20/2019 0:00,1/1/1900 7:08,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,E,High,St,,,,,halfway between McCullough and Burch
19-000392,Person 3,6/13/2019 0:00,1/1/1900 14:24,2,Assigned to WO,6/26/2019 0:00,1/1/1900 7:03,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,TRUE,2504,,Combes,St,,,,,
19-000391,Person 15,6/13/2019 0:00,1/1/1900 13:05,999,Completed,6/20/2019 0:00,1/1/1900 7:10,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,YES,FALSE,,,,,,FALSE,2202,,Grange,Cir,,,,,
19-000390,Person 15,6/12/2019 0:00,1/1/1900 15:26,999,Completed,6/25/2019 0:00,1/1/1900 10:17,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2309,,Brookens,Cir,,,,,
19-000388,Person 1,6/12/2019 0:00,1/1/1900 9:27,999,Completed,6/20/2019 0:00,1/1/1900 14:09,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,107,,Franklin,St,,,,,
19-000387,Person 1,6/12/2019 0:00,1/1/1900 9:22,999,Completed,7/10/2019 0:00,1/1/1900 11:33,,,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2022,,Burlison,Dr,,,,,
19-000386,Person 15,6/12/2019 0:00,1/1/1900 8:24,2,Assigned to WO,7/10/2019 0:00,1/1/1900 10:34,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2009,E,Country Squire,Dr,,,,,
19-000385,Person 15,6/12/2019 0:00,1/1/1900 8:22,999,Completed,6/20/2019 0:00,1/1/1900 8:15,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,Kinch,St,,E,Country Squire,Dr,NW corner of Kinch and Country Squire
19-000384,Person 15,6/11/2019 0:00,1/1/1900 14:37,999,Completed,6/20/2019 0:00,1/1/1900 8:02,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1102,E,Mumford,Dr,,,,,
19-000383,Person 15,6/11/2019 0:00,1/1/1900 14:29,999,Completed,6/20/2019 0:00,1/1/1900 7:44,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,908,,Shurts,St,,,,,
19-000381,Person 15,6/11/2019 0:00,1/1/1900 12:16,999,Completed,6/24/2019 0:00,1/1/1900 11:09,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2710,,Susan Stone,Dr,,,,,
19-000380,Person 15,6/11/2019 0:00,1/1/1900 10:14,999,Completed,6/20/2019 0:00,1/1/1900 8:18,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2401,,Whitson,Cir,,,,,#B
19-000379,Person 1,6/10/2019 0:00,1/1/1900 15:46,999,Completed,6/25/2019 0:00,1/1/1900 12:57,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,Evergreen,Ct,West,,,,
19-000377,Person 1,6/10/2019 0:00,1/1/1900 14:16,999,Completed,6/25/2019 0:00,1/1/1900 10:30,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,211,E,McHenry,St,,,,,
19-000376,Person 3,6/10/2019 0:00,1/1/1900 11:47,2,Assigned to WO,8/13/2019 0:00,1/1/1900 9:59,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,103,E,Highlands,Dr,,,,,
19-000375,Person 1,6/10/2019 0:00,1/1/1900 10:48,999,Completed,7/10/2019 0:00,1/1/1900 11:12,,,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,yes,FALSE,,,,,,FALSE,1106,E,Mumford,Dr,,,,,
19-000374,Person 3,6/10/2019 0:00,1/1/1900 9:07,999,Completed,7/25/2019 0:00,1/1/1900 9:53,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,712,W,Delaware,Ave,,,,,
19-000371,Person 3,6/6/2019 0:00,1/1/1900 15:29,999,Completed,6/20/2019 0:00,1/1/1900 8:24,,,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,TRUE,1602,,Hillside,Dr,,,,,
19-000367,Person 15,6/6/2019 0:00,1/1/1900 11:10,999,Completed,6/7/2019 0:00,1/1/1900 6:19,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,208,W,Michigan,Ave,,,,,
19-000366,Person 15,6/6/2019 0:00,1/1/1900 10:36,999,Completed,6/25/2019 0:00,1/1/1900 13:47,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,1611,,Marc,Trl,,,,,
19-000364,Person 15,6/5/2019 0:00,1/1/1900 10:27,999,Completed,6/6/2019 0:00,1/1/1900 7:01,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2401,,Whitson,Cir,,,,,
19-000363,Person 15,6/5/2019 0:00,1/1/1900 10:03,999,Completed,6/5/2019 0:00,1/1/1900 11:07,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,406,E,Pennsylvania,Ave,,,,,
19-000360,Person 15,6/4/2019 0:00,1/1/1900 14:55,999,Completed,6/20/2019 0:00,1/1/1900 8:26,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2509,,Pond,St,,,,,
19-000359,Person 15,6/4/2019 0:00,1/1/1900 14:51,1,New Request,6/4/2019 0:00,1/1/1900 14:51,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,,,,,,,
19-000358,Person 15,6/4/2019 0:00,1/1/1900 14:47,1,New Request,6/4/2019 0:00,1/1/1900 14:47,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,409,,Evergreen,Ct,West,,,,
19-000357,Person 15,6/4/2019 0:00,1/1/1900 14:32,999,Completed,6/20/2019 0:00,1/1/1900 13:52,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,,,,,,,,,
19-000356,Person 1,6/4/2019 0:00,1/1/1900 12:46,998,WO Completed,9/9/2019 0:00,1/1/1900 5:48,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,yes,FALSE,,,,,,FALSE,705,,Anderson,St,,,,,
19-000355,Person 1,6/4/2019 0:00,1/1/1900 10:39,999,Completed,8/21/2019 0:00,1/1/1900 11:41,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,YES,FALSE,,,,,,FALSE,801,E,Oregon,St,,S,Webber,St,tree is on Webber side of the corner
19-000354,Person 15,6/3/2019 0:00,1/1/1900 15:33,999,Completed,6/6/2019 0:00,1/1/1900 7:02,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,Provine,Cir,,,,,
19-000353,Person 3,6/3/2019 0:00,1/1/1900 13:21,2,Assigned to WO,6/28/2019 0:00,1/1/1900 12:47,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,Vance,Rd,,,,,Anthony Dr
19-000351,Person 3,5/31/2019 0:00,1/1/1900 16:22,999,Completed,6/6/2019 0:00,1/1/1900 7:03,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2200,,Philo,Rd,,,,,
19-000349,Person 15,5/31/2019 0:00,1/1/1900 15:30,999,Completed,6/6/2019 0:00,1/1/1900 7:04,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2408,,Pond,St,,,,,
19-000348,Person 15,5/31/2019 0:00,1/1/1900 15:11,999,Completed,6/6/2019 0:00,1/1/1900 7:23,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,E,McHenry,St,,,Brookens,Dr,Public Sidewalk that connects Brookens and McHenry
19-000345,Person 15,5/30/2019 0:00,1/1/1900 14:06,2,Assigned to WO,6/25/2019 0:00,1/1/1900 13:19,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2504,,Combes,St,,,,,
19-000343,Person 15,5/30/2019 0:00,1/1/1900 12:20,999,Completed,6/6/2019 0:00,1/1/1900 7:26,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,801,E,McHenry,St,,,,,
19-000342,Person 3,5/30/2019 0:00,1/1/1900 11:34,2,Assigned to WO,6/25/2019 0:00,1/1/1900 12:53,,,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,301,W,Michigan,Ave,,,,,303 W Michigan Ave
19-000338,Person 15,5/29/2019 0:00,1/1/1900 11:20,999,Completed,6/3/2019 0:00,1/1/1900 6:27,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,701,,Ohio,St,,,,,
19-000337,Person 15,5/29/2019 0:00,1/1/1900 11:11,999,Completed,6/6/2019 0:00,1/1/1900 7:23,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,W,McHenry,St,,,Brookens,Cir,
19-000336,Person 15,5/29/2019 0:00,1/1/1900 11:10,999,Completed,6/6/2019 0:00,1/1/1900 7:24,,,ARBFRT,Trees,FORT10,Dangerous immediate,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2510,,Scovill,Cir,,,,,
19-000333,Person 15,5/29/2019 0:00,1/1/1900 10:10,999,Completed,6/3/2019 0:00,1/1/1900 6:29,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,,Burlison,Dr,,E,McHenry,St,
19-000331,Person 15,5/29/2019 0:00,1/1/1900 9:03,999,Completed,7/10/2019 0:00,1/1/1900 10:38,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2008,,Easy,St,,,,,
19-000330,Person 15,5/29/2019 0:00,1/1/1900 8:11,999,Completed,8/21/2019 0:00,1/1/1900 11:42,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2206,S,Vine,St,,,,,
19-000329,Person 15,5/28/2019 0:00,1/1/1900 16:46,999,Completed,6/3/2019 0:00,1/1/1900 6:30,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,S,Cottage Grove,Ave,,,Silver,St,
19-000328,Person 15,5/28/2019 0:00,1/1/1900 16:36,999,Completed,6/6/2019 0:00,1/1/1900 7:25,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2018,S,Cottage Grove,Ave,,,,,
19-000327,Person 15,5/28/2019 0:00,1/1/1900 16:32,2,Assigned to WO,6/25/2019 0:00,1/1/1900 13:12,,,ARBFRT,Trees,FORT10,Dangerous immediate,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2018,S,Cottage Grove,Ave,,,,,right in front of house
19-000326,Person 15,5/28/2019 0:00,1/1/1900 16:26,2,Assigned to WO,5/29/2019 0:00,1/1/1900 11:58,2,Medium,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,2201,,Vawter,St,,,,,
19-000322,Person 3,5/24/2019 0:00,1/1/1900 11:55,999,Completed,6/28/2019 0:00,1/1/1900 12:27,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,TRUE,1202,,Silver,St,,,,,
19-000321,Person 1,5/24/2019 0:00,1/1/1900 10:28,999,Completed,6/25/2019 0:00,1/1/1900 12:45,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,W,Oregon,St,,,Cedar,St,
19-000320,Person 1,5/24/2019 0:00,1/1/1900 10:26,999,Completed,6/25/2019 0:00,1/1/1900 12:43,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,W,Washington,St,,,Cedar,St,NE corner
19-000316,Person 15,5/22/2019 0:00,1/1/1900 8:14,999,Completed,5/23/2019 0:00,1/1/1900 11:42,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,E,Mumford,Dr,,,,,on the mumford side near the intersection of E Mumford and eagle ridge
19-000314,Person 1,5/21/2019 0:00,1/1/1900 14:16,999,Completed,7/10/2019 0:00,1/1/1900 10:53,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,yes,FALSE,,,,,,FALSE,2006,,Weaver,St,,,,,
19-000310,Person 1,5/20/2019 0:00,1/1/1900 14:47,2,Assigned to WO,5/21/2019 0:00,1/1/1900 6:15,0,Immediate,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,207,W,Delaware,Ave,,,,,
19-000309,Person 1,5/20/2019 0:00,1/1/1900 13:55,999,Completed,5/22/2019 0:00,1/1/1900 8:38,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,1911,,Weaver,St,,,,,
19-000308,Person 1,5/20/2019 0:00,1/1/1900 13:02,999,Completed,5/22/2019 0:00,1/1/1900 9:51,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,203,,Bailey,Ave,,,,,
19-000307,Person 1,5/20/2019 0:00,1/1/1900 12:59,999,Completed,6/20/2019 0:00,1/1/1900 8:28,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,602,W,California,Ave,,,,,
19-000306,Person 1,5/20/2019 0:00,1/1/1900 11:03,999,Completed,6/25/2019 0:00,1/1/1900 10:13,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,1005,S,Busey,Ave,,,,,
19-000305,Person 1,5/20/2019 0:00,1/1/1900 10:17,999,Completed,5/22/2019 0:00,1/1/1900 8:39,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,207,W,Delaware,Ave,,,,,
19-000298,Person 15,5/16/2019 0:00,1/1/1900 15:09,1,New Request,5/16/2019 0:00,1/1/1900 15:09,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,yes,FALSE,,,,,,FALSE,,,,,,,,,
19-000296,Person 1,5/15/2019 0:00,1/1/1900 16:04,1,New Request,5/15/2019 0:00,1/1/1900 16:04,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,yes,FALSE,,,,,,FALSE,2207,,Anderson,St,,,,,
19-000294,Person 15,5/15/2019 0:00,1/1/1900 12:36,999,Completed,5/16/2019 0:00,1/1/1900 12:30,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,YES,FALSE,,,,,,FALSE,2418,E,Elm,St,,,,,
19-000292,Person 1,5/15/2019 0:00,1/1/1900 8:55,2,Assigned to WO,8/1/2019 0:00,1/1/1900 5:53,,,ARBFRT,Trees,FORT300,disease infestation,FOR,Forestry,FRT,Forestry,Tree,FALSE,yes,FALSE,,,,,,FALSE,1003,S,Race,St,,,,,across the street from the High School
19-000291,Person 7,5/14/2019 0:00,1/1/1900 14:41,999,Completed,5/15/2019 0:00,1/1/1900 6:08,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,113,W,Delaware,Ave,,,,,
19-000290,Person 3,5/14/2019 0:00,1/1/1900 14:02,999,Completed,5/17/2019 0:00,1/1/1900 10:25,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,306,W,Delaware,Ave,,,,,
19-000287,Person 15,5/14/2019 0:00,1/1/1900 10:05,999,Completed,5/22/2019 0:00,1/1/1900 8:46,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,Yes,FALSE,,,,,,FALSE,2201,,Pebblebrooke,Ln,,,,,
19-000286,Person 15,5/14/2019 0:00,1/1/1900 8:23,999,Completed,5/17/2019 0:00,1/1/1900 13:42,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,410,,Sunnycrest,Ct,West,,,,
19-000283,Person 3,5/13/2019 0:00,1/1/1900 12:27,1,New Request,5/13/2019 0:00,1/1/1900 12:27,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2406,,Grange,Dr,,,,,
19-000281,Person 1,5/13/2019 0:00,1/1/1900 10:15,999,Completed,5/13/2019 0:00,1/1/1900 11:46,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,401,W,High,St,,,,,
19-000279,Person 1,5/13/2019 0:00,1/1/1900 8:58,999,Completed,5/13/2019 0:00,1/1/1900 11:20,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,605,E,Illinois,St,,,,,
19-000277,Person 3,5/13/2019 0:00,1/1/1900 7:51,999,Completed,5/17/2019 0:00,1/1/1900 10:13,,,ARBFRT,Trees,FORT110,Traffic Clearance,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,603,W,Vermont,Ave,,,,,
19-000251,Person 15,5/1/2019 0:00,1/1/1900 8:10,999,Completed,5/1/2019 0:00,1/1/1900 13:12,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,,W,Nevada,St,,,,,between 509 and 511
19-000239,Person 15,4/23/2019 0:00,1/1/1900 12:35,999,Completed,4/26/2019 0:00,1/1/1900 7:46,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,609,W,Main,St,,,,,
19-000227,Person 15,4/15/2019 0:00,1/1/1900 12:40,999,Completed,4/26/2019 0:00,1/1/1900 12:48,,,ARBFRT,Trees,FORT210,resident concern,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,2020,,Cureton,Dr,,,,,
19-000168,Person 15,3/18/2019 0:00,1/1/1900 12:03,999,Completed,3/20/2019 0:00,1/1/1900 13:13,,,ARBFRT,Trees,FORT60,Storm Damage,FOR,Forestry,FRT,Forestry,Tree,FALSE,,FALSE,,,,,,FALSE,607,S,Poplar,St,,,,,
