Work Order Number,Creation Date,Start Date,End Date,Duration Actual(Hrs),Status Date,Task Code,Task Text,Resource Type,Resource Type Text,Resource,Resource Text,Unit Cost,Units,Total Cost,Default Unit Cost,Grand Total Units,Unit Cost-Regular Time,Unit Cost-Overtime,Override Unit Cost,Grand Total Cost,Time Cost,Time Cost Text,Unit of Measure,Unit of Measure Text,Additional Description
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW31,2011 INTRNTL DURASTAR,31.49,8,251.92,31.49,8,31.49,47.235,,251.92,1,REGULAR TIME,,,Brush hauling
19-000814,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW31,2011 INTRNTL DURASTAR,31.49,8,251.92,31.49,8,31.49,47.235,,251.92,1,REGULAR TIME,,,Brush hauling
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW31,2011 INTRNTL DURASTAR,31.49,9,283.41,31.49,9,31.49,47.235,,283.41,1,REGULAR TIME,,,Brush hauling
19-000889,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW90,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW90,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW90,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW90,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW90,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000814,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW90,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW90,2010 INTL 7400 MF10 DUMP TRUCK,41.89,6,251.34,41.89,6,41.89,62.835,,251.34,1,REGULAR TIME,,,Brush hauling
19-000889,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW91,2010 INTL 7400 MF10 DUMP TRUCK,41.89,2,83.78,41.89,2,41.89,62.835,,83.78,1,REGULAR TIME,,,Brush hauling
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW91,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW91,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW91,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW91,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000814,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW91,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW91,2010 INTL 7400 MF10 DUMP TRUCK,41.89,11,460.79,41.89,11,41.89,62.835,,460.79,1,REGULAR TIME,,,Brush hauling
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW91,2010 INTL 7400 MF10 DUMP TRUCK,41.89,9,377.01,41.89,9,41.89,62.835,,377.01,1,REGULAR TIME,,,Brush hauling
19-000889,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW95,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW95,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW95,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW95,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW95,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000814,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW95,2010 INTL 7400 MF10 DUMP TRUCK,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush hauling
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW95,2010 INTL 7400 MF10 DUMP TRUCK,41.89,11,460.79,41.89,11,41.89,62.835,,460.79,1,REGULAR TIME,,,Brush hauling
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW95,2010 INTL 7400 MF10 DUMP TRUCK,41.89,9,377.01,41.89,9,41.89,62.835,,377.01,1,REGULAR TIME,,,Brush hauling
19-000889,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW96,2010 INTL 7400 MF10 TDM DUMP M,55.31,8,442.48,55.31,8,55.31,82.965,,442.48,1,REGULAR TIME,,,Brush hauling
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW96,2010 INTL 7400 MF10 TDM DUMP M,55.31,8,442.48,55.31,8,55.31,82.965,,442.48,1,REGULAR TIME,,,Brush hauling
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW96,2010 INTL 7400 MF10 TDM DUMP M,55.31,8,442.48,55.31,8,55.31,82.965,,442.48,1,REGULAR TIME,,,Brush hauling
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW96,2010 INTL 7400 MF10 TDM DUMP M,55.31,8,442.48,55.31,8,55.31,82.965,,442.48,1,REGULAR TIME,,,Brush hauling
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW96,2010 INTL 7400 MF10 TDM DUMP M,55.31,8,442.48,55.31,8,55.31,82.965,,442.48,1,REGULAR TIME,,,Brush hauling
19-000814,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW96,2010 INTL 7400 MF10 TDM DUMP M,55.31,8,442.48,55.31,8,55.31,82.965,,442.48,1,REGULAR TIME,,,Brush hauling
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW96,2010 INTL 7400 MF10 TDM DUMP M,55.31,11,608.41,55.31,11,55.31,82.965,,608.41,1,REGULAR TIME,,,Brush hauling
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW96,2010 INTL 7400 MF10 TDM DUMP M,55.31,9,497.79,55.31,9,55.31,82.965,,497.79,1,REGULAR TIME,,,Brush hauling
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,9,234,2106,0,234,0,0,9,2106,,,CY,Cubic Yards,Brush hauling- 26 loads @ 9 yds. per load
19-000814,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,9,279,2511,0,279,0,0,9,2511,,,CY,Cubic Yards,Brush hauling- 31 loads @ 9 yds. per load
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,9,288,2592,0,288,0,0,9,2592,,,CY,Cubic Yards,Brush hauling- 32 loads @ 9 yds. per load
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,9,378,3402,0,378,0,0,9,3402,,,CY,Cubic Yards,Brush hauling- 42 loads @ 9 yds each
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,9,405,3645,0,405,0,0,9,3645,,,CY,Cubic Yards,Brush hauling- 45 loads @ 9 yds per load
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,9,322,2898,0,322,0,0,9,2898,,,CY,Cubic Yards,Brush hauling- 46 loads @ 7 yds each
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,9,21,189,0,21,0,0,9,189,,,CY,Cubic Yards,Brush hauling- 7 loads @ 3 yds each
19-000889,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW22,2011 CASE 521E ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW22,2011 CASE 521E ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW22,2011 CASE 521E ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW22,2011 CASE 521E ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW22,2011 CASE 521E ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW22,2011 CASE 521E ENDLOADER,41.89,11,460.79,41.89,11,41.89,62.835,,460.79,1,REGULAR TIME,,,Brush loading
19-000812,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW22,2011 CASE 521E ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000889,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW27,2009 JOHN DEERE ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW27,2009 JOHN DEERE ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW27,2009 JOHN DEERE ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW27,2009 JOHN DEERE ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000815,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW27,2009 JOHN DEERE ENDLOADER,41.89,8,335.12,41.89,8,41.89,62.835,,335.12,1,REGULAR TIME,,,Brush loading
19-000813,6/6/2019,,,488,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW27,2009 JOHN DEERE ENDLOADER,41.89,11,460.79,41.89,11,41.89,62.835,,460.79,1,REGULAR TIME,,,Brush loading
19-000894,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,16,6,96,0,6,0,0,16,96,,,CY,Cubic Yards,Bulkwood disposal
19-000889,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,16,8,128,0,8,0,0,16,128,,,CY,Cubic Yards,Bulkwood disposal
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,16,3,48,0,3,0,0,16,48,,,CY,Cubic Yards,Bulkwood disposal
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,16,5,80,0,5,0,0,16,80,,,CY,Cubic Yards,Bulkwood disposal-
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,3,Material,BOUGHT,Bought Material,16,39,624,0,39,0,0,16,624,,,CY,Cubic Yards,Bulkwood disposal-11 loads
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW07,2012 FORD F450 SMALL DUMP,25.42,8,203.36,25.42,8,25.42,38.13,,203.36,1,REGULAR TIME,,,Bulkwood hauling
19-000818,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW13,2011 FORD F450 SMALL DUMP,25.42,8,203.36,25.42,8,25.42,38.13,,203.36,1,REGULAR TIME,,,Bulkwood hauling
19-000817,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW13,2011 FORD F450 SMALL DUMP,25.42,8,203.36,25.42,8,25.42,38.13,,203.36,1,REGULAR TIME,,,Bulkwood hauling
19-000816,6/6/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW13,2011 FORD F450 SMALL DUMP,25.42,8,203.36,25.42,8,25.42,38.13,,203.36,1,REGULAR TIME,,,Bulkwood hauling
18-000845,8/21/2018,8/21/2018,8/21/2018,0,12/17/2018,STT29,Pedestrian Signals,3,Material,STTMAT-92,Bulldog pushbutton,70,1,70,70,1,0,0,,70,,,2,Each,Campbell Bulldog Pushbutton
18-001114,9/20/2018,9/18/2018,9/18/2018,0,9/20/2018,PKGT1,replace battery,3,Material,9VBT,9V BATTERY,2,1,2,2,1,0,0,,2,,,2,Each,changed low voltage battery
19-000894,6/20/2019,,,0,8/26/2019,FORT17,Storm damage/cleanup,2,Equipment,PW36,2009 VERMEER BRUSH CHIPPER,24.8,8,198.4,24.8,8,24.8,37.2,,198.4,1,REGULAR TIME,,,Chip brush
19-001201,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,12,108,0,12,0,0,9,108,,,CY,Cubic Yards,Chip Disposal @ LRC
19-001198,8/7/2019,,,0,8/7/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,12,108,0,12,0,0,9,108,,,CY,Cubic Yards,Chip Disposal @ LRC
19-001191,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,8,72,0,8,0,0,9,72,,,CY,Cubic Yards,Chip Disposal @ LRC
19-001190,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,10,90,0,10,0,0,9,90,,,CY,Cubic Yards,Chip Disposal @ LRC
19-001189,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,12,108,0,12,0,0,9,108,,,CY,Cubic Yards,Chip Disposal @ LRC
19-001188,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,3,27,0,3,0,0,9,27,,,CY,Cubic Yards,Chip Disposal @ LRC
19-001186,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,12,108,0,12,0,0,9,108,,,CY,Cubic Yards,Chip Disposal @ LRC
19-001184,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,16,144,0,16,0,0,9,144,,,CY,Cubic Yards,Chip Disposal @ LRC
19-001183,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,20,180,0,20,0,0,9,180,,,CY,Cubic Yards,Chip Disposal @ LRC
19-001182,8/6/2019,,,0,8/6/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,12,108,0,12,0,0,9,108,,,CY,Cubic Yards,Chip Disposal @ LRC
19-001177,8/5/2019,,,0,8/16/2019,FORT20,Tree Removal,3,Material,BOUGHT,Bought Material,9,22,198,0,22,0,0,9,198,,,CY,Cubic Yards,Chip disposal LRC
19-001176,8/5/2019,,,0,8/19/2019,FORT9,Priority Hazard Tree Abatement,3,Material,BOUGHT,Bought Material,9,4,36,0,4,0,0,9,36,,,CY,Cubic Yards,Chip disposal LRC
19-001064,7/26/2019,,,0,7/26/2019,PKGT16,other,3,Material,HAR2,MISCELLANEOUS HARDWARE,1,43,43,1,43,0,0,,43,,,2,Each,City of Urbana Phone number sticker
19-001173,8/5/2019,,,24,8/5/2019,FORT18,Stump Removal,2,Equipment,PW28,2009 JD 310SJ 93 HP BACKHOE,47.98,1,47.98,47.98,1,47.98,71.97,,47.98,1,REGULAR TIME,,,Clean-out equipment
19-001172,8/5/2019,,,0,8/5/2019,FORT18,Stump Removal,2,Equipment,PW28,2009 JD 310SJ 93 HP BACKHOE,47.98,1.5,71.97,47.98,1.5,47.98,71.97,,71.97,1,REGULAR TIME,,,Clean-out equipment
19-001171,8/5/2019,,,0,8/5/2019,FORT18,Stump Removal,2,Equipment,PW28,2009 JD 310SJ 93 HP BACKHOE,47.98,1,47.98,47.98,1,47.98,71.97,,47.98,1,REGULAR TIME,,,Clean-out equipment
19-001170,8/5/2019,,,0,8/5/2019,FORT18,Stump Removal,2,Equipment,PW28,2009 JD 310SJ 93 HP BACKHOE,47.98,1,47.98,47.98,1,47.98,71.97,,47.98,1,REGULAR TIME,,,Clean-out equipment
19-001058,7/26/2019,,,0,7/26/2019,PKGT16,other,3,Material,MTR4,MISC METER PARTS 4,20,1,20,20,1,0,0,,20,,,2,Each,Coin Descriminator
18-000234,7/6/2018,,,0,7/6/2018,PKGT16,other,3,Material,HAR2,MISCELLANEOUS HARDWARE,1,1,1,1,1,0,0,,1,,,2,Each,Coin Discriminator
18-000301,7/11/2018,,,0,7/11/2018,PKGT16,other,3,Material,MTR2,MISC METER PARTS 2,5,1,5,5,1,0,0,,5,,,2,Each,Coin Discriminator
18-000177,6/29/2018,,,0,6/29/2018,PKGT16,other,3,Material,MTR2,MISC METER PARTS 2,5,1,5,5,1,0,0,,5,,,2,Each,Coin Discriminator
18-001689,10/26/2018,,,0,10/26/2018,PKGT16,other,3,Material,HAR2,MISCELLANEOUS HARDWARE,1,1,1,1,1,0,0,,1,,,2,Each,Coin Slot
19-000680,4/26/2019,,,0,4/26/2019,PKGT2,clear coin jam,3,Material,HAR2,MISCELLANEOUS HARDWARE,1,1,1,1,1,0,0,,1,,,2,Each,Coin Slot
19-001146,8/2/2019,,,0,8/2/2019,PKGT9,dome replacement,3,Material,MTR2,MISC METER PARTS 2,5,11,55,5,11,0,0,,55,,,2,Each,Decals
18-001035,9/11/2018,9/10/2018,9/10/2018,0,12/17/2018,STT21,Signal Indication Maintenance,3,Material,STTMAT-131,red ball,45.5,1,45.5,45.5,1,0,0,,45.5,,,2,Each,"DiaLight 12"" Red Ball LED Signal"
18-001062,9/17/2018,9/13/2018,9/13/2018,0,12/17/2018,STT15,Misc. Electrical Maintenance,3,Material,BOUGHT,Bought Material,0,1,0,0,1,0,0,,0,,,,,Dimmer switch with slide lever & led compatible
19-000674,4/26/2019,,,0,4/26/2019,PKGT8,repair lock,3,Material,HAR2,MISCELLANEOUS HARDWARE,1,1,1,1,1,0,0,,1,,,2,Each,Dome Lock
18-002123,12/14/2018,,,0,12/14/2018,PKGT8,repair lock,3,Material,HAR2,MISCELLANEOUS HARDWARE,1,2,2,1,2,0,0,,2,,,2,Each,Dome Lock
18-000776,8/16/2018,8/15/2018,,0,10/30/2018,PKGT8,repair lock,3,Material,HAR2,MISCELLANEOUS HARDWARE,1,1,1,1,1,0,0,,1,,,2,Each,Dome Lock
18-000194,6/30/2018,,,0,6/30/2018,PKGT8,repair lock,3,Material,HAR2,MISCELLANEOUS HARDWARE,1,1,1,1,1,0,0,,1,,,2,Each,Dome Lock Assembly
19-000983,7/10/2019,7/10/2019,7/10/2019,0,7/25/2019,STT4,Luminaire Replacement,3,Material,BOUGHT,Bought Material,0,1,0,0,1,0,0,,0,,,,,Double bracket arm for L72  luminaire
19-000504,3/21/2019,3/21/2019,3/21/2019,0,4/2/2019,STT56,Sign and Pole Replacement,3,Material,"30"" x 12""","30"" x 12""",10,2,20,10,2,0,0,,20,,,2,Each,down arrow
19-000669,4/26/2019,4/26/2019,4/26/2019,0,5/8/2019,STT16,Traffic Signal Repairs,3,Material,STTMAT-131,red ball,45.5,1,45.5,45.5,1,0,0,,45.5,,,2,Each,"Dura-Light 12"" LED Red Ball Signal"
18-001034,9/11/2018,9/10/2018,9/10/2018,0,12/17/2018,STT21,Signal Indication Maintenance,3,Material,STTMAT-131,red ball,45.5,1,45.5,45.5,1,0,0,,45.5,,,2,Each,"Dura-Light 12"" Red Ball LED Signal"
18-001361,10/6/2018,9/25/2018,9/25/2018,0,12/17/2018,STT16,Traffic Signal Repairs,3,Material,STTMAT-131,red ball,45.5,1,45.5,45.5,1,0,0,,45.5,,,2,Each,"DuraLight 12"" Red Ball LED Signal"
18-000819,8/20/2018,8/20/2018,8/20/2018,0,12/17/2018,STT21,Signal Indication Maintenance,3,Material,STTMAT-132,red ball,43.94,1,43.94,43.94,1,0,0,,43.94,,,2,Each,"DuraLight 12"" Red Ball LED Signal"
18-002131,12/17/2018,,,0,12/17/2018,PKGT16,other,3,Material,MTR2,MISC METER PARTS 2,5,10,50,5,10,0,0,,50,,,2,Each,Durtion Sticker
18-000085,6/22/2018,6/22/2018,6/22/2018,0,12/14/2018,STT29,Perdestrian Signals,3,Material,BOUGHT,Bought Material,18.5,2,37,0,2,0,0,18.5,37,,,2,Each,Edco SRA64C-030 4-Wire Surge Arrestor (30VDC)
18-000083,6/21/2018,6/21/2018,6/21/2018,0,7/11/2018,STT45,Training,2,Equipment,MP27,2008 FORD F250,12.93,1.5,19.4,12.93,1.5,12.93,19.395,,19.4,1,REGULAR TIME,,,Elecrtical Maintenance/Utilty Vehivle
18-002111,12/14/2018,,,0,12/14/2018,PKGT16,other,3,Material,HAR2,MISCELLANEOUS HARDWARE,1,1,1,1,1,0,0,,1,,,2,Each,electric line to battery
18-000127,6/27/2018,6/25/2018,6/25/2018,0,7/11/2018,LOC,Locates,2,Equipment,MP27,2008 FORD F250,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,Electrical Mainenance/Utility Vehicle
18-000127,6/27/2018,6/25/2018,6/25/2018,0,7/11/2018,LOC,Locates,2,Equipment,MP27,2008 FORD F250,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,Electrical Mainenance/Utility Vehicle
18-000173,6/29/2018,6/26/2018,6/26/2018,0,7/2/2018,LOC,Locates,2,Equipment,MP27,2008 FORD F250,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,Electrical Maint/Util Veh
18-000142,6/27/2018,6/27/2018,6/27/2018,0,12/14/2018,STT26,School Crossing Signals,2,Equipment,MP27,2008 FORD F250,12.93,0.5,6.47,12.93,0.5,12.93,19.395,,6.47,1,REGULAR TIME,,,Electrical Maint/Util Veh
18-000140,6/27/2018,6/27/2018,6/27/2018,0,12/14/2018,STT26,School Crossing Signals,2,Equipment,MP27,2008 FORD F250,12.93,0.5,6.47,12.93,0.5,12.93,19.395,,6.47,1,REGULAR TIME,,,Electrical Maint/Util Veh
18-000038,6/20/2018,6/20/2018,6/20/2018,0,12/14/2018,STT29,Perdestrian Signals,2,Equipment,MP27,2008 FORD F250,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,Electrical Maintenace Vehicle
18-000061,6/21/2018,6/21/2018,6/21/2018,0,12/14/2018,STT1,Inspection,2,Equipment,MP27,2008 FORD F250,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,Electrical Maintenance/Utility Vehicle
18-000006,6/18/2018,6/18/2018,6/18/2018,0,12/14/2018,STT20,Traffic Signal Hardware,2,Equipment,MP27,2008 FORD F250,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,Electrical Maintenance/Utility Vehicle
18-000064,6/21/2018,6/21/2018,6/21/2018,0,7/11/2018,STT22,Preemption Maintenance,2,Equipment,MP27,2008 FORD F250,12.93,2,25.86,12.93,2,12.93,19.395,,25.86,1,REGULAR TIME,,,Electrical Maintenance/Utility Vehicle
18-000052,6/20/2018,6/21/2018,6/21/2018,0,7/11/2018,STT29,Perdestrian Signals,2,Equipment,MP27,2008 FORD F250,12.93,1,12.93,12.93,1,12.93,19.395,,12.93,1,REGULAR TIME,,,Electrical Maintenance/Utility Vehicle
18-002063,12/10/2018,11/29/2018,11/29/2018,0,12/14/2018,STT21,Signal Indication Maintenance,3,Material,BOUGHT,Bought Material,2.36,1,2.36,0,1,0,0,2.36,2.36,,,2,Each,GE 135W Heavy-Use Incandescent Lamp
18-001897,11/20/2018,11/9/2018,11/9/2018,0,12/14/2018,STT21,Signal Indication Maintenance,3,Material,BOUGHT,Bought Material,2.36,1,2.36,0,1,0,0,2.36,2.36,,,2,Each,GE 69W Heavy Duty Incandescent Lamp
18-000894,8/23/2018,8/23/2018,8/23/2018,0,12/17/2018,STT3,Streetlight Relamps,3,Material,BOUGHT,Bought Material,100,1,100,0,1,0,0,100,100,,,2,Each,GE 87074 - 100W Quad-Tap HPS Ballast
18-001720,10/28/2018,11/6/2018,11/6/2018,0,12/14/2018,STT21,Signal Indication Maintenance,3,Material,STTMAT-133,red ball,38.85,1,38.85,38.85,1,0,0,,38.85,,,2,Each,"GE Gel-Core 12"" Red Ball LED Signal"
18-001371,10/6/2018,9/26/2018,9/26/2018,0,12/17/2018,STT16,Traffic Signal Repairs,3,Material,STTMAT-124,green ball,39.45,1,39.45,39.45,1,0,0,,39.45,,,2,Each,"GE GelCore 12"" Green Ball LED Signal"
